Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
ABHD15	5	1	0	1	0	8	13	18	13	0.0789473684210526	0	0.907894736842105	0.019858
ABHD16A	1	1	3	4	1	13	8	17	14	0.259259259259259	0.0679012345679012	0.54320987654321	0
ABHD16B	5	1	1	2	0	10	11	14	15	0.127906976744186	0	0.686046511627907	0.024913
ABHD17A	0	0	0	0	0	0	1	1	0	0	0	0.818181818181818	0
ABHD17B	4	0	0	0	1	7	10	12	11	0	0.0833333333333333	0.818181818181818	0
ABHD17C	5	0	0	0	0	7	2	4	12	0	0	0.197183098591549	0
ABHD2	6	0	0	0	2	17	6	19	23	0	0.0833333333333333	0.26984126984127	0.018896
ABHD3	6	0	2	2	2	17	2	9	23	0.0873015873015873	0.0833333333333333	0.111111111111111	0.03625
ABHD4	6	0	0	0	1	15	9	17	21	0	0.0474137931034483	0.422413793103448	0
ABHD5	4	2	0	2	1	11	5	9	15	0.127906976744186	0.063953488372093	0.337209302325581	0
ABHD6	1	0	1	1	1	4	7	10	5	0.166666666666667	0.152777777777778	1.08333333333333	0
ABHD8	10	1	0	1	0	15	8	14	25	0.0441176470588235	0	0.323529411764706	0.024913
ABI1	5	0	0	0	2	17	13	24	22	0	0.0867768595041322	0.570247933884298	0
ABI2	8	1	0	1	0	12	13	17	20	0.0540540540540541	0	0.621621621621622	0
ABI3	12	1	0	1	0	19	6	13	31	0.036144578313253	0	0.204819277108434	0
ABI3BP	19	6	1	7	6	48	31	52	67	0.104046242774566	0.088150289017341	0.459537572254335	0.026595
ABL1	18	3	2	5	1	37	37	50	55	0.0909090909090909	0.0192307692307692	0.660839160839161	0.007523
ABL2	19	7	4	11	3	43	37	54	62	0.174454828660436	0.0482866043613707	0.588785046728972	0.00698
ABLIM1	11	3	1	4	7	32	15	27	43	0.0929203539823009	0.157079646017699	0.349557522123894	0.013604
ABLIM2	11	3	2	5	2	21	18	22	32	0.152046783625731	0.0614035087719298	0.549707602339181	0
ABLIM3	12	5	0	5	4	30	16	31	42	0.117647058823529	0.0927601809954751	0.380090497737557	0.032375
ABO	5	0	1	1	1	11	4	8	16	0.0659340659340659	0.0604395604395604	0.263736263736264	0
ABR	21	2	3	5	2	42	22	37	63	0.0797546012269939	0.0322085889570552	0.349693251533742	0
ABRA	14	1	0	1	0	34	14	32	48	0.0239043824701195	0	0.294820717131474	0.022105
ABRACL	1	0	0	0	2	3	0	0	4	0	0.338709677419355	0	0
ABT1	5	0	0	0	1	11	8	15	16	0	0.0604395604395604	0.483516483516484	0.023427
ABTB1	8	2	1	3	2	15	16	19	23	0.126984126984127	0.0833333333333333	0.666666666666667	0.018896
ABTB2	10	1	0	1	2	30	18	35	40	0.028436018957346	0.0497630331753555	0.445497630331754	0
AC022601.1	0	0	0	0	0	0	1	1	0	0	0	0.818181818181818	0
AC079612.1	0	0	0	0	0	1	0	1	1	0	0	0	0
AC092031.1	0	0	0	0	0	1	0	1	1	0	0	0	0
ACAA1	0	1	0	1	0	5	9	13	5	0.166666666666667	0	1.36111111111111	0
ACAA2	2	1	0	1	1	7	7	10	9	0.107142857142857	0.0982142857142857	0.696428571428572	0
ACACA	33	8	3	11	5	73	61	86	106	0.103512014787431	0.0471349353049908	0.571164510166359	0.017035
ACACB	58	7	3	10	5	102	74	110	160	0.06288532675709	0.031442663378545	0.461159062885327	0.033087
ACAD10	16	3	0	3	2	44	20	44	60	0.0514469453376206	0.0337620578778135	0.334405144694534	0.023903
ACAD11	10	2	2	4	0	45	0	31	55	0.0734265734265734	0	0	0.011929
ACAD8	4	3	0	3	0	14	11	19	18	0.158415841584158	0	0.584158415841584	0
ACAD9	6	1	0	1	4	19	8	19	25	0.0441176470588235	0.150735294117647	0.323529411764706	0
ACADL	6	0	0	0	1	10	9	12	16	0	0.0604395604395604	0.538461538461539	0.028513
ACADM	4	0	0	0	1	9	10	14	13	0	0.0723684210526316	0.710526315789474	0
ACADS	5	2	1	3	2	18	11	21	23	0.126984126984127	0.0833333333333333	0.468253968253968	0.17189
ACADSB	7	5	0	5	1	20	6	14	27	0.178082191780822	0.0376712328767123	0.232876712328767	0
ACADVL	5	1	0	1	3	14	12	15	19	0.0566037735849057	0.14622641509434	0.60377358490566	0
ACAN	51	6	3	9	1	94	77	118	145	0.0625	0.00747282608695652	0.528532608695652	0.023782
ACAP1	9	1	1	2	1	21	19	31	30	0.0683229813664596	0.0341614906832298	0.614906832298137	0.011929
ACAP2	11	4	0	4	1	24	13	23	35	0.112903225806452	0.0295698924731183	0.370967741935484	0
ACAP3	9	1	1	2	3	26	7	17	35	0.0591397849462366	0.0833333333333333	0.209677419354839	0
ACAT1	4	1	1	2	0	10	5	9	14	0.135802469135802	0	0.358024691358025	0
ACAT2	6	0	0	0	1	12	3	8	18	0	0.0544554455445545	0.188118811881188	0
ACBD3	1	1	0	1	0	10	14	21	11	0.0909090909090909	0	1.12121212121212	0
ACBD4	4	2	2	4	1	19	7	19	23	0.166666666666667	0.0436507936507937	0.30952380952381	0.0347
ACBD5	8	0	0	0	2	16	13	20	24	0	0.0801526717557252	0.526717557251908	0
ACBD6	3	0	0	0	3	6	5	6	9	0	0.276785714285714	0.517857142857143	0
ACBD7	4	1	1	2	2	10	1	4	14	0.135802469135802	0.12962962962963	0.111111111111111	0
ACCS	4	2	0	2	3	18	14	26	22	0.0909090909090909	0.128099173553719	0.611570247933884	0.014098
ACCSL	9	1	1	2	0	26	17	35	35	0.0591397849462366	0	0.478494623655914	0.037073
ACD	14	2	3	5	0	36	5	20	50	0.0996168582375479	0	0.111111111111111	0.033269
ACE	29	4	7	11	2	65	49	76	94	0.116424116424116	0.0218295218295218	0.517671517671518	0.041585
ACE2	10	4	0	4	6	26	11	20	36	0.109947643979058	0.159685863874346	0.308900523560209	0
ACER1	4	1	0	1	0	11	6	12	15	0.0697674418604651	0	0.395348837209302	0
ACER2	4	1	0	1	1	5	7	6	9	0.107142857142857	0.0982142857142857	0.696428571428572	0.143841
ACER3	3	0	0	0	2	5	5	6	8	0	0.205882352941176	0.568627450980392	0
ACHE	14	0	1	1	1	24	16	26	38	0.0298507462686567	0.027363184079602	0.417910447761194	0.01463
ACIN1	17	5	1	6	1	46	23	47	63	0.0950920245398773	0.0168711656441718	0.365030674846626	0.008334
ACKR1	14	1	1	2	1	28	24	36	42	0.0497737556561086	0.0248868778280543	0.561085972850679	0.050784
ACKR2	11	0	0	0	0	21	10	22	32	0	0	0.315789473684211	0.016493
ACKR3	15	3	0	3	0	30	14	28	45	0.0677966101694915	0	0.313559322033898	0.035203
ACLY	14	5	0	5	7	30	21	25	44	0.112554112554113	0.153679653679654	0.471861471861472	0
ACMSD	4	1	2	3	3	13	9	12	17	0.166666666666667	0.161458333333333	0.510416666666667	0
ACN9	3	0	0	0	1	14	1	9	17	0	0.0572916666666667	0.09375	0
ACO1	12	1	2	3	4	28	24	34	40	0.0758293838862559	0.0971563981042654	0.587677725118483	0
ACO2	11	1	0	1	1	23	13	23	34	0.0331491712707182	0.0303867403314917	0.38121546961326	0.029576
ACOT1	0	0	0	0	0	2	0	1	2	0	0	0	0
ACOT11	8	1	0	1	2	22	12	23	30	0.0372670807453416	0.0652173913043478	0.397515527950311	0.015822
ACOT12	13	3	0	3	2	32	10	24	45	0.0677966101694915	0.0444915254237288	0.228813559322034	0.07053
ACOT13	1	0	0	0	0	3	2	4	4	0	0	0.451612903225806	0
ACOT2	1	0	1	1	0	3	3	4	4	0.193548387096774	0	0.612903225806452	0.058892
ACOT4	6	0	0	0	0	9	6	10	15	0	0	0.395348837209302	0.033269
ACOT6	2	1	1	2	1	5	3	3	7	0.239130434782609	0.119565217391304	0.41304347826087	0
ACOT7	8	1	0	1	0	13	3	6	21	0.0517241379310345	0	0.163793103448276	0
ACOT8	7	1	0	1	0	11	6	8	18	0.0594059405940594	0	0.336633663366337	0
ACOT9	10	0	1	1	0	15	11	15	25	0.0441176470588235	0	0.433823529411765	0.041738
ACOX1	8	3	0	3	1	24	6	19	32	0.0935672514619883	0.0321637426900585	0.198830409356725	0.019858
ACOX2	11	1	1	2	2	21	9	16	32	0.064327485380117	0.0614035087719298	0.286549707602339	0
ACOX3	7	1	1	2	0	25	21	37	32	0.064327485380117	0	0.637426900584795	0
ACOXL	8	0	1	1	2	27	9	30	35	0.032258064516129	0.0564516129032258	0.263440860215054	0.050711
ACP1	9	0	0	0	1	17	4	11	26	0	0.0390070921985816	0.170212765957447	0.030717
ACP2	4	2	0	2	2	13	5	11	17	0.114583333333333	0.109375	0.302083333333333	0.030717
ACP5	6	0	0	0	0	15	6	15	21	0	0	0.293103448275862	0
ACP6	10	1	2	3	2	21	13	19	31	0.0963855421686747	0.0632530120481928	0.41566265060241	0.018896
ACPP	12	2	1	3	4	29	17	26	41	0.0740740740740741	0.0949074074074074	0.412037037037037	0.037355
ACPT	6	0	4	4	1	21	6	16	27	0.143835616438356	0.0376712328767123	0.232876712328767	0
ACR	0	0	0	0	0	4	4	8	4	0	0	0.774193548387097	0
ACRBP	12	3	0	3	1	20	3	9	32	0.0935672514619883	0.0321637426900585	0.111111111111111	0
ACRC	15	0	2	2	0	36	13	33	51	0.0413533834586466	0	0.259398496240602	0
ACRV1	3	0	1	1	0	10	5	11	13	0.0789473684210526	0	0.381578947368421	0
ACSBG1	15	2	1	3	5	37	15	32	52	0.0590405904059041	0.0940959409594096	0.291512915129151	0
ACSBG2	12	5	0	5	1	32	8	21	44	0.112554112554113	0.0238095238095238	0.19047619047619	0.059431
ACSF2	10	0	5	5	4	29	12	24	39	0.12621359223301	0.0995145631067961	0.310679611650485	0.015203
ACSF3	10	1	0	1	0	20	10	21	30	0.0372670807453416	0	0.335403726708075	0.017224
ACSL1	11	2	1	3	4	31	12	25	42	0.0723981900452489	0.0927601809954751	0.289592760180995	0
ACSL3	1	4	0	4	1	16	12	22	17	0.21875	0.0572916666666667	0.666666666666667	0.030717
ACSL4	6	2	0	2	3	14	19	22	20	0.0990990990990991	0.13963963963964	0.891891891891892	0
ACSL5	7	0	1	1	2	25	5	23	32	0.0350877192982456	0.0614035087719298	0.169590643274854	0.015822
ACSL6	9	5	1	6	3	36	17	41	45	0.13135593220339	0.0656779661016949	0.377118644067797	0.009119
ACSM1	33	4	1	5	5	64	16	38	97	0.0524193548387097	0.0514112903225806	0.169354838709677	0.047038
ACSM2A	5	3	0	3	1	13	5	9	18	0.158415841584158	0.0544554455445545	0.287128712871287	0
ACSM2B	1	1	0	1	1	5	5	7	6	0.146341463414634	0.134146341463415	0.707317073170732	0
ACSM3	9	6	3	9	1	27	10	19	36	0.240837696335079	0.0287958115183246	0.282722513089005	0.018896
ACSM4	17	1	2	3	1	31	20	35	48	0.0637450199203187	0.0219123505976096	0.414342629482072	0.020376
ACSM5	14	2	0	2	4	25	20	25	39	0.0533980582524272	0.0995145631067961	0.504854368932039	0.068384
ACSM6	1	2	1	3	1	12	4	11	13	0.210526315789474	0.0723684210526316	0.315789473684211	0
ACSS1	14	3	2	5	0	25	17	25	39	0.12621359223301	0	0.432038834951456	0.027522
ACSS2	5	1	2	3	0	12	9	13	17	0.166666666666667	0	0.510416666666667	0
ACSS3	15	8	2	10	9	54	40	60	69	0.143258426966292	0.127808988764045	0.573033707865168	0.028929
ACTA1	15	2	0	2	0	23	20	27	38	0.054726368159204	0	0.517412935323383	0.013604
ACTA2	7	1	0	1	1	14	10	17	21	0.0517241379310345	0.0474137931034483	0.46551724137931	0
ACTB	0	0	1	1	0	15	18	32	15	0.0697674418604651	0	1.09302325581395	0.063061
ACTBL2	8	1	0	1	0	12	15	21	20	0.0540540540540541	0	0.711711711711712	0
ACTC1	11	0	0	0	0	17	30	41	28	0	0	1.01986754966887	0.02545
ACTG1	8	0	2	2	0	23	25	38	31	0.0662650602409639	0	0.77710843373494	0.035459
ACTG2	9	1	0	1	0	17	21	28	26	0.0425531914893617	0	0.773049645390071	0.024913
ACTL10	1	0	0	0	1	4	2	3	5	0	0.152777777777778	0.388888888888889	0
ACTL6A	6	0	2	2	2	18	14	23	24	0.083969465648855	0.0801526717557252	0.564885496183206	0.015822
ACTL6B	9	3	3	6	3	22	10	13	31	0.186746987951807	0.0933734939759036	0.325301204819277	0
ACTL7A	8	1	0	1	0	16	5	12	24	0.0458015267175573	0	0.221374045801527	0.028513
ACTL7B	19	0	2	2	0	38	16	34	57	0.0371621621621622	0	0.283783783783784	0.020922
ACTL8	16	2	0	2	2	29	15	27	45	0.0466101694915254	0.0444915254237288	0.334745762711864	0.046222
ACTL9	25	0	0	0	0	38	21	37	63	0	0	0.334355828220859	0.041987
ACTN1	16	3	0	3	3	29	17	24	45	0.0677966101694915	0.0656779661016949	0.377118644067797	0.015203
ACTN2	39	6	1	7	7	74	73	101	113	0.0625	0.0616319444444444	0.640625	0.029435
ACTN3	26	2	0	2	3	24	19	14	50	0.0421455938697318	0.0593869731800766	0.379310344827586	0
ACTN4	11	6	2	8	2	28	20	31	39	0.199029126213592	0.0509708737864078	0.504854368932039	0.011929
ACTR10	4	0	1	1	1	9	3	8	13	0.0789473684210526	0.0723684210526316	0.25	0
ACTR1A	4	1	1	2	0	10	8	12	14	0.135802469135802	0	0.54320987654321	0
ACTR1B	9	1	1	2	2	16	10	13	25	0.0808823529411765	0.0772058823529412	0.397058823529412	0
ACTR2	5	0	1	1	0	7	2	3	12	0.0845070422535211	0	0.197183098591549	0
ACTR3	4	1	0	1	0	9	7	11	13	0.0789473684210526	0	0.513157894736842	0
ACTR3B	1	0	0	0	0	2	6	7	3	0	0	1.30769230769231	0
ACTR5	7	0	0	0	1	11	16	19	18	0	0.0544554455445545	0.831683168316832	0
ACTR6	1	1	0	1	0	6	13	17	7	0.130434782608696	0	1.5	0.020922
ACTR8	10	2	1	3	1	19	11	16	29	0.102564102564103	0.0352564102564103	0.378205128205128	0
ACTRT1	17	8	1	9	0	51	28	57	68	0.131054131054131	0	0.41025641025641	0.04388
ACTRT2	16	2	0	2	0	34	20	39	50	0.0421455938697318	0	0.398467432950192	0.018448
ACTRT3	5	1	0	1	0	8	12	14	13	0.0789473684210526	0	0.842105263157895	0
ACVR1	7	0	1	1	1	15	17	26	22	0.0495867768595041	0.0454545454545455	0.735537190082645	0
ACVR1B	9	7	2	9	4	27	39	46	36	0.240837696335079	0.107329842931937	1.04188481675393	0.041059
ACVR1C	14	6	0	6	1	34	19	31	48	0.123505976095618	0.0219123505976096	0.394422310756972	0.023427
ACVR2A	5	4	8	12	2	31	17	28	36	0.319371727748691	0.0549738219895288	0.465968586387435	0.013143
ACVR2B	5	1	2	3	1	17	7	17	22	0.132231404958678	0.0454545454545455	0.322314049586777	0.020922
ACVRL1	17	2	0	2	1	30	16	27	47	0.0447154471544715	0.0223577235772358	0.341463414634146	0.03625
ACY1	2	0	2	2	1	9	2	6	11	0.166666666666667	0.0833333333333333	0.212121212121212	0
ACY3	4	0	0	0	0	17	1	16	21	0	0	0.0775862068965517	0.022105
ACYP1	0	1	0	1	1	2	3	4	2	0.285714285714286	0.261904761904762	0.904761904761905	0
ACYP2	0	0	0	0	1	2	1	2	2	0	0.261904761904762	0.428571428571429	0
ADA	7	1	0	1	3	19	8	16	26	0.0425531914893617	0.109929078014184	0.312056737588652	0
ADAD1	14	1	2	3	4	40	15	40	54	0.0569395017793594	0.0729537366548043	0.281138790035587	0
ADAD2	5	0	1	1	0	18	7	20	23	0.0476190476190476	0	0.30952380952381	0
ADAL	1	3	1	4	2	13	3	9	14	0.259259259259259	0.12962962962963	0.234567901234568	0.03625
ADAM10	6	2	0	2	1	23	20	37	29	0.0705128205128205	0.0352564102564103	0.666666666666667	0.010068
ADAM11	9	2	2	4	3	29	28	41	38	0.104477611940299	0.0771144278606965	0.716417910447761	0.02545
ADAM12	28	3	0	3	3	58	30	54	86	0.036281179138322	0.0351473922902494	0.349206349206349	0.019858
ADAM15	20	2	1	3	2	36	23	36	56	0.0549828178694158	0.0360824742268041	0.40893470790378	0.010337
ADAM17	11	2	0	2	0	22	13	21	33	0.0625	0	0.392045454545455	0
ADAM18	26	4	0	4	6	64	32	65	90	0.0455531453362256	0.0661605206073753	0.355748373101952	0.059013
ADAM19	23	7	2	9	1	47	33	47	70	0.127423822714681	0.0152354570637119	0.46814404432133	0.007989
ADAM2	27	9	1	10	10	82	28	66	109	0.091726618705036	0.0908273381294964	0.258992805755396	0.046752
ADAM20	11	3	0	3	0	32	19	37	43	0.0707964601769911	0	0.438053097345133	0.010068
ADAM21	4	1	0	1	0	12	8	16	16	0.0659340659340659	0	0.483516483516484	0.022105
ADAM21P1	0	0	0	0	0	2	1	1	2	0	0	0.428571428571429	0
ADAM22	16	5	0	5	7	43	35	53	59	0.0849673202614379	0.116013071895425	0.584967320261438	0.013847
ADAM23	13	10	2	12	5	45	26	45	58	0.20265780730897	0.0847176079734219	0.445182724252492	0.041763
ADAM28	29	5	0	5	2	54	17	38	83	0.0610328638497653	0.0246478873239437	0.208920187793427	0
ADAM29	39	14	2	16	0	87	55	93	126	0.126365054602184	0	0.435257410296412	0.060089
ADAM30	14	7	2	9	0	60	21	63	74	0.120734908136483	0	0.286089238845144	0.075964
ADAM32	13	0	3	3	3	34	11	28	47	0.0650406504065041	0.0630081300813008	0.239837398373984	0.013143
ADAM33	11	3	3	6	1	29	18	29	40	0.146919431279621	0.0260663507109005	0.445497630331754	0.012712
ADAM6	1	0	0	0	139	139	1	0	140	0	0.978199718706048	0.0126582278481013	0
ADAM7	27	8	2	10	6	59	33	58	86	0.115646258503401	0.0691609977324263	0.383219954648526	0.059021
ADAM8	8	0	2	2	0	18	13	21	26	0.0780141843971631	0	0.48936170212766	0.018021
ADAM9	10	1	1	2	3	21	20	28	31	0.0662650602409639	0.0933734939759036	0.626506024096386	0
ADAMDEC1	15	0	1	1	2	34	11	30	49	0.0234375	0.041015625	0.23046875	0.012308
ADAMTS1	17	1	4	5	3	46	22	46	63	0.0797546012269939	0.0475460122699386	0.349693251533742	0.029576
ADAMTS10	25	4	1	5	5	49	38	55	74	0.068241469816273	0.0669291338582677	0.509186351706037	0.013369
ADAMTS12	70	12	4	16	10	174	112	200	244	0.065800162469537	0.0410235580828595	0.458164094232331	0.041362
ADAMTS13	24	3	3	6	4	47	27	42	71	0.0846994535519126	0.0560109289617486	0.379781420765027	0.031945
ADAMTS14	26	3	1	4	2	59	38	69	85	0.0481651376146789	0.0240825688073395	0.444954128440367	0.01604
ADAMTS15	20	2	2	4	1	39	23	39	59	0.0686274509803922	0.0179738562091503	0.388888888888889	0
ADAMTS16	58	9	2	11	5	129	102	166	187	0.0591966173361522	0.0269556025369979	0.543340380549683	0.043385
