Gene	Silent	Nonsense	Frameshift	LOF	Splice	Missense.Benign	Missense.Damaging	Missense.total	Benign	LOF.TO.Benign.Ratio	Splice.TO.Benign.Ratio	Missense.Damaging.TO.Benign.Ratio	Entropy.Score
ABCA11P	0	0	0	0	0	2	1	4	2	0	0	0.389830508474576	0
ABCA12	93	17	5	22	9	261	128	290	354	0.0623079072366583	0.0251466890192791	0.36127409891031	0.01965
ABCA13	154	26	9	35	10	422	194	444	576	0.060872564235213	0.0172443524745646	0.336782203828246	0.02397
ABCA2	55	2	0	2	2	102	40	84	157	0.0142945929148539	0.0124300807955252	0.256681168427595	0.011929
ABCA3	74	11	1	12	1	147	37	105	221	0.0546909737661183	0.00444642063139173	0.170297910182303	0.017224
ABCA4	87	19	0	19	3	251	65	217	338	0.0564492541678854	0.00877449546651068	0.193916349809886	0.010246
ABCA5	22	15	4	19	2	88	61	109	110	0.169446883230904	0.0175592625109745	0.546971027216857	0.016263
ABCA6	42	10	2	12	8	142	56	139	184	0.0654603512506653	0.0425758382118148	0.304949441192123	0.014816
ABCA7	56	5	2	7	4	120	42	98	176	0.0405780989438577	0.0222345747637576	0.240689271817676	0.013604
ABCA8	62	11	6	17	6	180	55	153	242	0.0703538023586824	0.0244001626677511	0.228954859699065	0.019127
ABCA9	41	12	3	15	4	139	46	134	180	0.0831973898858075	0.0217509516041327	0.257205002718869	0.018352
ABCB1	48	20	1	21	7	138	132	202	186	0.11216429699842	0.0368615060558189	0.701948393891522	0.063749
ABCB10	10	1	1	2	1	39	29	57	49	0.0434782608695652	0.0189035916824197	0.572778827977316	0.03421
ABCB11	38	14	2	16	3	94	77	118	132	0.119941133186166	0.022075055187638	0.576158940397351	0.005737
ABCB4	54	15	6	21	2	129	80	138	183	0.113964686998395	0.0107009095773141	0.434991974317817	0.005061
ABCB5	49	15	2	17	9	160	71	161	209	0.0812588069516205	0.0422733677782997	0.339596054485674	0.050655
ABCB6	20	6	2	8	1	49	27	47	69	0.113854595336077	0.0137174211248285	0.388203017832647	0
ABCB7	11	4	0	4	0	46	21	54	57	0.0706075533661741	0	0.366174055829228	0
ABCB8	20	2	0	2	0	43	19	44	63	0.0343796711509716	0	0.303437967115097	0.012712
ABCB9	14	0	2	2	0	31	21	39	45	0.0470347648261759	0	0.456032719836401	0
ABCC1	57	9	0	9	4	98	57	91	155	0.0585273757079924	0.0251730648206419	0.366897419760856	0.013847
ABCC10	48	2	2	4	1	86	43	84	134	0.0311820159535896	0.00725163161711385	0.321247280638144	0.034827
ABCC11	53	10	2	12	1	128	69	134	181	0.0665224445646295	0.00540832882639264	0.380205516495403	0.034645
ABCC12	53	14	1	15	4	140	66	139	193	0.0777044184865414	0.0203148806500762	0.341797866937532	0.056739
ABCC2	43	7	3	10	5	102	56	108	145	0.0691739422431162	0.0335795836131632	0.38482202820685	0.007672
ABCC3	40	6	3	9	2	75	63	87	115	0.0782169890664424	0.0168208578637511	0.540790580319596	0.012924
ABCC4	25	5	2	7	3	77	30	80	102	0.068932955618508	0.028328611898017	0.295561850802644	0.015822
ABCC5	43	6	2	8	1	99	43	94	142	0.0568882796435915	0.00685400959561343	0.303632625085675	0.005653
ABCC6	46	12	1	13	0	91	42	75	137	0.0943931866572037	0	0.307310149041874	0.020922
ABCC8	82	8	3	11	7	179	45	133	261	0.0426576066440166	0.0264250660626652	0.174782936957342	0.020376
ABCC9	77	15	7	22	10	245	98	246	322	0.068425897514575	0.0306842589751458	0.304694691623197	0.051842
ABCD1	17	2	0	2	0	36	27	46	53	0.0404217926186292	0	0.497363796133568	0.015203
ABCD2	16	8	1	9	2	68	42	87	84	0.10580204778157	0.0227531285551763	0.492605233219568	0.034257
ABCD3	11	6	0	6	0	41	28	51	52	0.112701252236136	0	0.524150268336315	0
ABCD4	16	4	1	5	2	38	17	32	54	0.0915371329879102	0.0345423143350604	0.316062176165803	0
ABCE1	12	2	4	6	2	36	17	34	48	0.121387283236994	0.0385356454720617	0.352601156069364	0
ABCF1	15	1	3	4	0	40	20	45	55	0.0730050933786078	0	0.361629881154499	0
ABCF2	10	6	2	8	0	30	21	37	40	0.189066059225513	0	0.507972665148064	0.016493
ABCF3	19	5	0	5	3	47	24	45	66	0.0758226037195994	0.0429184549356223	0.361945636623748	0.010337
ABCG1	27	3	1	4	2	64	32	63	91	0.0453108535300316	0.0210748155953635	0.350895679662803	0.010621
ABCG2	26	5	2	7	2	67	26	59	93	0.0753353973168215	0.0206398348813209	0.281733746130031	0
ABCG4	34	0	0	0	0	61	30	58	95	0	0	0.316481294236603	0.040976
ABCG5	32	4	2	6	1	58	15	36	90	0.0670926517571885	0.0106496272630458	0.173588924387646	0
ABCG8	35	8	0	8	3	83	26	68	118	0.0680885972108285	0.0246103363412633	0.223954060705496	0.021696
ABHD1	7	2	0	2	0	19	6	16	26	0.0769230769230769	0	0.244147157190635	0
ABHD10	5	0	2	2	0	13	13	22	18	0.105022831050228	0	0.65296803652968	0
ABHD11	10	0	0	0	1	15	2	7	25	0	0.0346020761245675	0.114186851211073	0
ABHD12	7	0	1	1	2	17	11	19	24	0.046594982078853	0.0716845878136201	0.440860215053763	0
ABHD12B	7	0	0	0	0	24	9	27	31	0	0	0.29512893982808	0
ABHD13	4	3	1	4	0	21	9	23	25	0.14878892733564	0	0.356401384083045	0
ABHD14A	3	1	0	1	1	8	6	10	11	0.087248322147651	0.0671140939597315	0.48993288590604	0
ABHD14B	4	0	0	0	1	8	2	5	12	0	0.0628930817610063	0.207547169811321	0
ABHD15	8	2	0	2	0	16	13	22	24	0.0824372759856631	0	0.512544802867384	0.019858
ABHD16A	5	0	4	4	0	14	11	19	19	0.187772925764192	0	0.537117903930131	0
ABHD16B	6	1	1	2	0	12	9	13	18	0.105022831050228	0	0.470319634703196	0.024913
ABHD17A	13	0	0	0	0	19	4	11	32	0	0	0.147632311977716	0
ABHD17B	7	2	0	2	0	13	11	18	20	0.096234309623431	0	0.514644351464435	0
ABHD17C	7	0	0	0	0	8	9	12	15	0	0	0.544973544973545	0
ABHD2	19	0	1	1	1	35	12	29	54	0.0224525043177893	0.0172711571675302	0.229706390328152	0.018896
ABHD3	8	3	1	4	1	25	6	18	33	0.116531165311653	0.02710027100271	0.197831978319783	0.03625
ABHD4	7	4	0	4	0	22	14	25	29	0.130699088145897	0	0.465045592705167	0
ABHD5	8	4	0	4	0	25	10	23	33	0.116531165311653	0	0.306233062330623	0
ABHD6	7	0	2	2	0	20	11	24	27	0.0744336569579288	0	0.398058252427185	0
ABHD8	13	1	0	1	0	22	8	17	35	0.0334190231362468	0	0.239074550128535	0.024913
ABI1	8	3	0	3	3	34	13	33	42	0.0718954248366013	0.065359477124183	0.311546840958606	0
ABI2	10	4	0	4	1	22	20	28	32	0.119777158774373	0.0278551532033426	0.593314763231198	0
ABI3	16	1	0	1	0	27	6	17	43	0.0277185501066098	0	0.155650319829424	0
ABI3BP	18	8	1	9	3	81	55	111	99	0.0903790087463557	0.0291545189504373	0.547133138969874	0.026595
ABL1	35	6	2	8	1	71	34	59	106	0.0755232029117379	0.00909918107370337	0.321201091901729	0.007523
ABL2	27	11	4	15	2	75	48	87	102	0.144475920679887	0.0188857412653447	0.465533522190746	0.00698
ABLIM1	18	6	1	7	2	51	30	56	69	0.100137174211248	0.0274348422496571	0.429355281207133	0.013604
ABLIM2	23	3	1	4	0	40	22	36	63	0.0642750373692078	0	0.348281016442451	0
ABLIM3	26	6	0	6	1	57	23	51	83	0.0724971231300345	0.0115074798619102	0.279631760644419	0.032375
ABO	5	0	1	1	1	16	7	17	21	0.0522088353413655	0.0401606425702811	0.333333333333333	0
ABP1	42	2	1	3	0	92	30	80	134	0.0239303843364757	0	0.226976069615664	0
ABR	32	2	4	6	1	63	27	51	95	0.0637007077856421	0.0101112234580384	0.286147623862487	0
ABRA	26	3	1	4	0	65	14	48	91	0.0453108535300316	0	0.161222339304531	0.022105
ABRACL	1	0	0	0	2	5	2	4	6	0	0.202020202020202	0.333333333333333	0
ABT1	7	1	0	1	0	20	14	30	27	0.0420711974110032	0	0.495145631067961	0.023427
ABTB1	12	2	5	7	0	31	15	29	43	0.155650319829424	0	0.347547974413646	0.018896
ABTB2	15	2	1	3	1	40	24	49	55	0.0560271646859083	0.0169779286926995	0.429541595925297	0
AC002472.13	0	0	0	0	0	1	0	1	1	0	0	0	0
AC022601.1	0	0	0	0	0	0	1	1	0	0	0	0.58974358974359	0
AC079612.1	0	0	0	0	0	1	0	1	1	0	0	0	0
AC092031.1	0	0	0	0	0	1	0	1	1	0	0	0	0
ACAA1	9	1	0	1	0	17	16	23	26	0.0434782608695652	0	0.578595317725753	0
ACAA2	7	3	0	3	0	16	14	22	23	0.122676579925651	0	0.568773234200744	0
ACACA	47	13	3	16	3	130	96	166	177	0.0901050304035379	0.0165837479270315	0.537866224433389	0.017035
ACACB	91	13	3	16	6	177	103	176	268	0.0599485104817948	0.0220669363736668	0.383596910628908	0.033087
ACAD10	23	9	0	9	1	68	40	78	91	0.0979978925184405	0.0105374077976818	0.435194942044257	0.023903
ACAD11	13	6	2	8	2	51	24	53	64	0.122238586156112	0.0294550810014728	0.37260677466863	0.011929
ACAD8	7	3	0	3	0	25	15	30	32	0.0919220055710306	0	0.454038997214485	0
ACAD9	13	3	1	4	4	40	12	33	53	0.0755711775043937	0.070298769771529	0.233743409490334	0
ACADL	11	4	0	4	1	29	16	31	40	0.0979498861047836	0.0227790432801822	0.394077448747153	0.028513
ACADM	7	2	1	3	1	34	13	35	41	0.0734966592427617	0.022271714922049	0.318485523385301	0
ACADS	12	1	1	2	1	33	13	33	45	0.0470347648261759	0.0204498977505112	0.292433537832311	0.17189
ACADSB	12	7	0	7	0	31	19	34	43	0.155650319829424	0	0.432835820895522	0
ACADVL	8	3	3	6	1	24	16	23	32	0.175487465181059	0.0278551532033426	0.481894150417827	0
ACAN	79	5	3	8	0	138	142	204	217	0.0375735626980534	0	0.648709823449525	0.023782
ACAP1	19	6	1	7	0	49	22	48	68	0.101529902642559	0	0.324061196105702	0.011929
ACAP2	17	6	1	7	2	47	21	46	64	0.107511045655376	0.0294550810014728	0.328424153166421	0
ACAP3	11	2	1	3	1	35	11	32	46	0.0661322645290581	0.0200400801603206	0.246492985971944	0
ACAT1	4	2	1	3	0	16	11	21	20	0.138075313807531	0	0.514644351464435	0
ACAT2	6	0	0	0	0	13	10	18	19	0	0	0.493449781659389	0
ACBD3	3	7	0	7	0	19	28	38	22	0.281853281853282	0	1.13127413127413	0
ACBD4	6	3	4	7	2	28	7	21	34	0.192612137203166	0.0527704485488127	0.218997361477573	0.0347
ACBD5	8	1	0	1	3	26	14	28	34	0.0343007915567282	0.079155672823219	0.403693931398417	0
ACBD6	5	1	0	1	2	12	9	15	17	0.062200956937799	0.0956937799043062	0.492822966507177	0
ACBD7	4	3	1	4	0	14	4	10	18	0.19634703196347	0	0.242009132420091	0
ACCS	10	1	0	1	4	34	28	52	44	0.0271398747390397	0.0835073068893528	0.611691022964509	0.014098
ACCSL	11	2	1	3	0	36	27	52	47	0.0648330058939096	0	0.555992141453831	0.037073
ACD	11	2	3	5	1	47	7	35	58	0.0856219709208401	0.0161550888529887	0.134087237479806	0.033269
ACE	42	5	9	14	5	120	44	107	162	0.0861965039180229	0.0301386377335744	0.273056057866184	0.041585
ACE2	13	4	0	4	2	50	32	68	63	0.0642750373692078	0.0298953662182362	0.497757847533632	0
ACER1	13	2	1	3	0	33	16	35	46	0.0661322645290581	0	0.346693386773547	0
ACER2	9	1	0	1	1	15	11	18	24	0.046594982078853	0.03584229390681	0.440860215053763	0.143841
ACER3	4	2	0	2	2	12	5	10	16	0.115577889447236	0.100502512562814	0.316582914572864	0
ACHE	22	1	1	2	1	37	26	42	59	0.0365659777424483	0.0158982511923688	0.434022257551669	0.01463
ACIN1	24	10	6	16	0	70	38	68	94	0.166496424923391	0	0.401430030643514	0.008334
ACLY	28	5	0	5	2	54	32	52	82	0.0616996507566938	0.0232828870779977	0.387660069848661	0
ACMSD	11	1	2	3	3	37	12	33	48	0.0635838150289017	0.0578034682080925	0.25626204238921	0
ACN9	3	0	0	0	1	14	2	13	17	0	0.0478468899521531	0.157894736842105	0
ACO1	20	4	2	6	3	51	37	62	71	0.0841121495327103	0.0400534045393858	0.511348464619493	0
ACO2	17	1	0	1	0	34	23	41	51	0.0236794171220401	0	0.442622950819672	0.029576
ACOT1	10	0	0	0	0	18	2	10	28	0	0	0.103448275862069	0
ACOT11	19	2	0	2	1	39	22	40	58	0.037156704361874	0.0161550888529887	0.376413570274637	0.015822
ACOT12	17	12	0	12	0	56	21	49	73	0.159947984395319	0	0.28998699609883	0.07053
ACOT13	3	0	0	0	0	6	3	6	9	0	0	0.333333333333333	0
ACOT2	8	0	0	0	0	19	8	22	27	0	0	0.300970873786408	0.058892
ACOT4	8	0	6	6	0	20	7	14	28	0.197492163009404	0	0.260188087774295	0.033269
ACOT6	3	0	0	0	1	9	5	10	12	0	0.0628930817610063	0.39622641509434	0
ACOT7	9	1	0	1	1	20	7	17	29	0.0395136778115502	0.0303951367781155	0.252279635258359	0
ACOT8	5	1	1	2	0	17	10	20	22	0.0888030888030888	0	0.436293436293436	0
ACOT9	11	1	1	2	0	24	12	23	35	0.0591259640102828	0	0.341902313624679	0.041738
ACOX1	16	4	0	4	2	46	8	33	62	0.0652503793626707	0.0303490136570561	0.141122913505311	0.019858
ACOX2	19	0	1	1	2	48	11	42	67	0.0183356840620592	0.0282087447108604	0.173483779971791	0
ACOX3	16	3	2	5	0	63	29	72	79	0.0639324487334137	0	0.365500603136309	0
ACOXL	23	0	1	1	3	56	20	53	79	0.0156815440289505	0.0361881785283474	0.256936067551267	0.050711
ACP1	12	2	0	2	2	22	9	15	34	0.0606860158311346	0.0527704485488127	0.271767810026385	0.030717
ACP2	9	1	0	1	0	17	10	20	26	0.0434782608695652	0	0.377926421404682	0.030717
ACP5	10	1	0	1	0	21	12	24	31	0.0372492836676218	0	0.3810888252149	0
ACP6	15	2	2	4	2	31	18	30	46	0.0861723446893788	0.0400801603206413	0.386773547094188	0.018896
ACPL2	18	5	0	5	0	40	18	37	58	0.0856219709208401	0	0.311793214862682	0
ACPP	17	4	1	5	3	45	23	42	62	0.0804248861911988	0.0455235204855842	0.368740515933232	0.037355
ACPT	8	0	5	5	1	25	15	25	33	0.143631436314363	0.02710027100271	0.441734417344173	0
ACR	7	0	1	1	1	20	6	19	27	0.0420711974110032	0.0323624595469256	0.236245954692557	0
ACRBP	20	4	1	5	0	53	5	36	73	0.0689206762028609	0	0.081924577373212	0
ACRC	34	4	2	6	0	99	16	77	133	0.0460189919649379	0	0.126369612856099	0
ACRV1	4	2	1	3	0	16	13	23	20	0.138075313807531	0	0.598326359832636	0
ACSBG1	28	4	1	5	3	59	28	58	87	0.0583058305830583	0.033003300330033	0.322332233223322	0
ACSBG2	28	6	0	6	0	63	26	52	91	0.0663856691253951	0	0.287671232876712	0.059431
ACSF2	17	3	5	8	2	43	7	26	60	0.129890453834116	0.0312989045383412	0.129890453834116	0.015203
ACSF3	10	3	0	3	0	24	13	26	34	0.0870712401055409	0	0.377308707124011	0.017224
ACSL1	18	5	1	6	6	54	24	49	72	0.08300395256917	0.0790513833992095	0.333333333333333	0
ACSL3	4	7	2	9	1	35	17	39	39	0.216783216783217	0.0233100233100233	0.426573426573427	0.030717
ACSL4	10	5	0	5	3	34	30	49	44	0.110647181628392	0.0626304801670146	0.653444676409186	0
ACSL5	11	3	1	4	4	54	9	48	65	0.0624092888243832	0.058055152394775	0.149492017416546	0.015822
ACSL6	18	6	0	6	1	62	32	74	80	0.0750893921334922	0.0119189511323004	0.396901072705602	0.009119
ACSM1	50	5	1	6	3	109	18	68	159	0.0386740331491713	0.0184162062615101	0.118477593615715	0.047038
ACSM2A	54	6	2	8	2	108	43	96	162	0.0500301386377336	0.0120554550934298	0.26702833031947	0
ACSM2B	30	13	0	13	1	96	60	121	126	0.102386451116243	0.00769822940723633	0.471901462663587	0
ACSM3	10	6	2	8	0	44	21	47	54	0.143350604490501	0	0.385146804835924	0.018896
ACSM4	23	1	2	3	0	58	15	52	81	0.03886925795053	0	0.191990577149588	0.020376
ACSM5	34	6	0	6	3	75	29	64	109	0.0558015943312666	0.0265721877767936	0.268379096545616	0.068384
ACSS1	25	4	2	6	1	43	26	39	68	0.0876216968011126	0.0139082058414465	0.379694019471488	0.027522
ACSS2	4	1	3	4	4	24	25	37	28	0.134796238244514	0.125391849529781	0.824451410658307	0
ACSS3	25	12	2	14	5	93	44	93	118	0.117309269893355	0.0410172272354389	0.371616078753076	0.028929
ACTA1	26	2	1	3	0	36	26	34	62	0.0500758725341426	0	0.414264036418816	0.013604
ACTA2	12	2	0	2	2	27	18	32	39	0.0536130536130536	0.0466200466200466	0.44988344988345	0
ACTB	4	0	2	2	0	28	22	44	32	0.064066852367688	0	0.649025069637883	0.063061
ACTBL2	16	3	1	4	0	29	26	37	45	0.0879345603271984	0	0.558282208588957	0
ACTC1	12	1	0	1	0	26	50	66	38	0.0310262529832936	0	1.22434367541766	0.02545
ACTG1	7	0	2	2	0	18	28	37	25	0.0795847750865052	0	1.01384083044983	0.035459
ACTG2	11	2	0	2	0	20	24	32	31	0.0659025787965616	0	0.724928366762178	0.024913
ACTL10	1	0	0	0	0	5	3	6	6	0	0	0.434343434343434	0
ACTL6A	6	2	2	4	2	21	26	36	27	0.13915857605178	0.0647249190938511	0.883495145631068	0.015822
ACTL6B	14	2	3	5	3	33	14	25	47	0.104125736738703	0.0589390962671906	0.300589390962672	0
ACTL7A	15	1	0	1	0	27	15	27	42	0.028322440087146	0	0.355119825708061	0.028513
ACTL7B	25	0	3	3	0	45	28	50	70	0.0446549391069012	0	0.396481732070365	0.020922
ACTL8	17	2	0	2	2	53	15	47	70	0.0311231393775372	0.027063599458728	0.220568335588633	0.046222
ACTL9	33	0	1	1	0	64	19	52	97	0.0128840436075322	0	0.201189296333003	0.041987
ACTN1	32	5	0	5	1	57	23	43	89	0.0570505920344456	0.0107642626480086	0.261571582346609	0.015203
ACTN2	58	6	1	7	6	132	73	142	190	0.037648272305312	0.0309437854564208	0.383187209902011	0.029435
ACTN3	23	3	1	4	3	46	21	39	69	0.0589849108367627	0.0411522633744856	0.305898491083676	0
ACTN4	23	6	3	9	1	49	26	47	72	0.122529644268775	0.0131752305665349	0.359683794466403	0.011929
ACTR10	6	0	1	1	1	15	13	22	21	0.0522088353413655	0.0401606425702811	0.57429718875502	0
ACTR1A	8	3	0	3	1	16	14	18	24	0.118279569892473	0.03584229390681	0.548387096774194	0
ACTR1B	12	1	1	2	4	27	17	27	39	0.0536130536130536	0.0932400932400932	0.426573426573427	0
ACTR2	10	3	1	4	0	21	13	20	31	0.123209169054441	0	0.40974212034384	0
ACTR3	7	2	0	2	0	12	12	16	19	0.100436681222707	0	0.580786026200873	0
ACTR3B	10	0	0	0	2	19	12	19	29	0	0.060790273556231	0.404255319148936	0
ACTR3C	5	1	0	1	0	7	7	8	12	0.0817610062893082	0	0.522012578616352	0
ACTR5	12	1	0	1	1	28	19	35	40	0.0296127562642369	0.0227790432801822	0.462414578587699	0
ACTR6	2	3	0	3	0	10	20	25	12	0.207547169811321	0	1.33962264150943	0.020922
ACTR8	10	6	1	7	1	29	22	33	39	0.17016317016317	0.0233100233100233	0.543123543123543	0
ACTRT1	25	8	1	9	0	74	27	70	99	0.0903790087463557	0	0.275024295432459	0.04388
ACTRT2	26	2	0	2	0	49	30	58	75	0.0291508238276299	0	0.396704689480355	0.018448
ACTRT3	7	3	0	3	0	14	13	17	21	0.132530120481928	0	0.57429718875502	0
ACVR1	10	0	1	1	0	25	23	42	35	0.0334190231362468	0	0.624678663239075	0
ACVR1B	10	11	5	16	2	36	53	64	46	0.326653306613227	0.0400801603206413	1.08817635270541	0.041059
ACVR1C	20	6	0	6	2	42	36	52	62	0.0955993930197268	0.0303490136570561	0.566009104704097	0.023427
ACVR2A	7	14	14	28	1	58	21	42	65	0.410740203193033	0.0145137880986938	0.323657474600871	0.013143
ACVR2B	17	1	2	3	1	36	10	27	53	0.0579964850615114	0.0175746924428823	0.198594024604569	0.020922
ACVRL1	25	4	0	4	1	39	26	38	64	0.0633284241531664	0.0147275405007364	0.402061855670103	0.03625
ACY1	8	1	5	6	1	24	7	17	32	0.175487465181059	0.0278551532033426	0.231197771587744	0
ACY3	8	0	0	0	0	22	4	20	30	0	0	0.156342182890855	0.022105
ACYP1	0	1	0	1	0	3	6	8	3	0.188405797101449	0	1.05797101449275	0
ACYP2	3	1	0	1	0	7	1	4	10	0.0935251798561151	0	0.165467625899281	0
ADA	17	1	0	1	3	34	12	25	51	0.0236794171220401	0.0546448087431694	0.242258652094718	0
ADAD1	22	3	2	5	2	74	25	76	96	0.0530530530530531	0.02002002002002	0.263263263263263	0
ADAD2	12	0	1	1	1	38	5	29	50	0.0241187384044527	0.0185528756957328	0.116883116883117	0
ADAL	6	3	1	4	2	21	6	15	27	0.13915857605178	0.0647249190938511	0.236245954692557	0.03625
ADAM10	11	3	0	3	1	33	28	50	44	0.0688935281837161	0.0208768267223382	0.611691022964509	0.010068
ADAM11	12	2	2	4	3	36	37	55	48	0.0828516377649326	0.0578034682080925	0.737957610789981	0.02545
ADAM12	39	6	1	7	1	78	55	87	117	0.0603804797353184	0.00827129859387924	0.465674110835401	0.019858
ADAM15	23	5	1	6	2	51	28	51	74	0.0808729139922978	0.0256739409499358	0.37612323491656	0.010337
ADAM17	16	6	1	7	1	39	23	39	55	0.123938879456706	0.0169779286926995	0.412563667232598	0
ADAM18	31	7	2	9	5	99	67	126	130	0.0694548170276326	0.0373412994772218	0.51008215085885	0.059013
ADAM19	35	8	1	9	1	73	46	77	108	0.0831099195710456	0.00893655049151028	0.422698838248436	0.007989
ADAM2	31	12	1	13	8	116	30	96	147	0.0881378396288933	0.0530152418820411	0.207422133863486	0.046752
ADAM20	16	5	0	5	0	48	22	49	64	0.0780559646539028	0	0.343151693667158	0.010068
ADAM21	32	4	0	4	0	84	19	73	116	0.0358632193494579	0	0.16930775646372	0.022105
ADAM22	28	6	0	6	5	64	57	86	92	0.0656934306569343	0.0521376433785193	0.607924921793535	0.013847
ADAM23	19	17	5	22	3	69	31	65	88	0.242655059847661	0.0326441784548422	0.351468988030468	0.041763
ADAM28	46	8	2	10	2	92	45	89	138	0.0725863284002819	0.0140944326990839	0.326286116983791	0
ADAM29	54	14	3	17	0	120	82	138	174	0.0972456436200112	0	0.468240584598089	0.060089
ADAM30	27	10	4	14	0	103	31	100	130	0.106796116504854	0	0.241224794622853	0.075964
ADAM32	23	0	2	2	2	63	21	60	86	0.0255839822024472	0.0222469410456062	0.248053392658509	0.013143
ADAM33	14	3	7	10	3	47	27	48	61	0.158705701078582	0.0462249614791988	0.436055469953775	0.012712
ADAM7	45	8	4	12	3	136	37	122	181	0.0665224445646295	0.0162249864791779	0.207138994050838	0.059021
ADAM8	5	1	1	2	0	14	15	23	19	0.100436681222707	0	0.711790393013101	0.018021
ADAM9	16	6	1	7	3	42	27	49	58	0.117932148626817	0.0484652665589661	0.45718901453958	0
ADAMDEC1	33	6	2	8	3	69	23	53	102	0.0783758262511804	0.028328611898017	0.229461756373938	0.012308
ADAMTS1	20	2	5	7	1	55	47	80	75	0.0925221799746515	0.0126742712294043	0.612167300380228	0.029576
ADAMTS10	50	5	1	6	3	91	60	98	141	0.0434782608695652	0.020703933747412	0.423050379572119	0.013369
ADAMTS12	104	17	6	23	3	250	158	293	354	0.065101983794356	0.00838222967309304	0.445096395641241	0.041362
ADAMTS13	32	6	3	9	0	71	42	76	103	0.0869971936389149	0	0.405051449953227	0.031945
ADAMTS14	36	5	1	6	3	88	62	109	124	0.0492572322126661	0.0234558248631744	0.494917904612979	0.01604
ADAMTS15	30	2	2	4	3	62	33	63	92	0.0448383733055266	0.0312825860271116	0.357664233576642	0
ADAMTS16	71	16	2	18	3	172	123	215	243	0.0741190765492102	0.0121506682867558	0.503442689347914	0.043385
ADAMTS17	40	6	0	6	2	70	58	92	110	0.0553116769095698	0.0175592625109745	0.520632133450395	0.028513
ADAMTS18	78	13	2	15	0	175	105	195	253	0.0595562475671468	0	0.413779680809654	0.043554
ADAMTS19	47	23	2	25	2	114	113	156	161	0.153426318981201	0.0121285627653123	0.693147362037599	0.031356
